AnnoS;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeC;SedeP;Sesso;Lau
2005;6303;Napoli L'Orientale;15;Relazioni internazionali e diplomatiche;NAPOLI;63;F;154
2005;3701;Bologna;11;Lingue e letterature straniere;BOLOGNA;37;F;154
2004;1509;Milano Bicocca;SNT1;Infermieristica;MONZA;15;F;154
2004;7801;Calabria;99999;Lingue e letterature straniere;RENDE;78;F;154
2004;8301;Messina;99999;Lettere;MESSINA;83;F;154
2003;6901;Chieti e Pescara;99999;Economia e commercio;PESCARA;68;M;154
2003;3001;Udine;99999;Lingue e letterature straniere;UDINE;30;F;154
2002;1801;Pavia;99999;Giurisprudenza;PAVIA;18;M;154
2002;5801;Roma La Sapienza;99999;Scienze della comunicazione;ROMA;58;F;154
2001;5805;Roma LUISS;99999;Giurisprudenza;ROMA;58;F;154
2001;8301;Messina;99999;Lettere;MESSINA;83;F;154
2006;6901;Chieti e Pescara;SNT3;Tecniche di laboratorio biomedico;CHIETI;69;F;154
2006;7501;Salento;99999;Economia e commercio;LECCE;75;F;154
2007;101;Torino;46/S;Medicina e chirurgia;TORINO;1;F;154
2006;3001;Udine;14;Relazioni pubbliche;GORIZIA;31;F;154
2006;5801;Roma La Sapienza;99999;Lingue e letterature straniere;ROMA;58;F;154
2006;4801;Firenze;99999;Giurisprudenza;FIRENZE;48;M;154
2007;5802;Roma Tor Vergata;SNT1;Infermieristica;ROMA;58;F;154
2007;5807;Roma Tre;31;Scienze giuridiche;ROMA;58;M;153
2007;6501;Salerno;99999;Scienze dell'educazione;FISCIANO;65;F;153
2006;5802;Roma Tor Vergata;DS1;Scienze della sicurezza;ROMA;58;M;153
2006;5802;Roma Tor Vergata;SNT1/S;Scienze infermieristiche e ostetriche;ROMA;58;F;153
2006;5403;Perugia Stranieri;99999;Comunicazione internazionale;PERUGIA;54;F;153
2006;1509;Milano Bicocca;99999;Giurisprudenza;MILANO;15;F;153
2001;2201;Trento;99999;Economia e commercio;TRENTO;22;F;153
2002;4101;Urbino;99999;Scienze dell'educazione;URBINO;41;F;153
2002;3601;Modena e Reggio Emilia;99999;Giurisprudenza;MODENA;36;M;153
2003;4801;Firenze;99999;Lingue e letterature straniere;FIRENZE;48;F;153
2002;8201;Palermo;99999;Medicina e chirurgia;PALERMO;82;F;153
2003;6001;Cassino;99999;Economia e commercio;CASSINO;60;F;153
2004;101;Torino;17;Economia aziendale;TORINO;1;F;153
2004;8301;Messina;99999;Lingue e letterature straniere moderne;MESSINA;83;F;153
2004;8701;Catania;99999;Scienze politiche;CATANIA;87;F;153
2005;1001;Genova;SNT1;Infermieristica;GENOVA;10;F;153
2004;7202;Bari Politecnico;99999;Ingegneria elettronica;BARI;72;M;153
2005;6301;Napoli Federico II;99999;Ingegneria civile;NAPOLI;63;M;153
2008;6301;Napoli Federico II;14/S;Farmacia;NAPOLI;63;F;153
2008;6301;Napoli Federico II;99999;Lettere;NAPOLI;63;F;153
2008;6501;Salerno;99999;Scienze della formazione primaria;FISCIANO;65;F;153
2008;6501;Salerno;14;Scienze della comunicazione;FISCIANO;65;F;153
2008;7201;Bari;5;Lettere;BARI;72;F;152
2009;1504;Milano Cattolica;14;Linguaggi dei media;MILANO;15;F;152
2009;101;Torino;18;Scienze dell'educazione;TORINO;1;F;152
2005;5805;Roma LUISS;99999;Economia aziendale;ROMA;58;M;152
2005;5801;Roma La Sapienza;99999;Architettura;ROMA;58;M;152
2005;6304;Napoli Benincasa;99999;Scienze della formazione primaria;NAPOLI;63;F;152
2005;3701;Bologna;99999;Scienze dell'educazione;BOLOGNA;37;F;152
2005;2801;Padova;99999;Lettere;PADOVA;28;F;152
2005;2301;Verona;99999;Economia e commercio;VERONA;23;M;152
2004;1601;Bergamo;99999;Economia e commercio;BERGAMO;16;M;152
2004;2701;Venezia Cà Foscari;99999;Economia aziendale;VENEZIA;27;M;152
2004;2801;Padova;SNT2;Logopedia;PADOVA;28;F;152
2004;4201;Marche;99999;Ingegneria meccanica;ANCONA;42;M;152
2003;5801;Roma La Sapienza;04/S;Architettura U.E.;ROMA;58;M;152
2001;1001;Genova;99999;Lettere;GENOVA;10;F;152
2001;5001;Pisa;99999;Ingegneria elettronica;PISA;50;M;152
2001;3001;Udine;99999;Lingue e letterature straniere;UDINE;30;F;152
2006;4801;Firenze;17;Economia aziendale;FIRENZE;48;M;152
2006;5807;Roma Tre;99999;Scienze della formazione primaria;ROMA;58;F;152
2007;1502;Milano Politecnico;9;Ingegneria delle telecomunicazioni;MILANO;15;M;152
2007;102;Torino Politecnico;10;Ingegneria meccanica;TORINO;1;M;152
2007;6701;Teramo;99999;Giurisprudenza;TERAMO;67;F;152
2007;3701;Bologna;15;Scienze internazionali e diplomatiche;FORLI';40;F;152
2008;1001;Genova;17;Economia aziendale;GENOVA;10;M;152
2008;5801;Roma La Sapienza;14;Scienze e tecnologie della comunicazione;ROMA;58;M;152
2008;5801;Roma La Sapienza;99999;Scienze della comunicazione;ROMA;58;M;152
2007;6601;L'Aquila;SNT1;Infermieristica;L'AQUILA;66;F;151
2007;1501;Milano;99999;Lettere;MILANO;15;F;151
2006;5805;Roma LUISS;17;Economia aziendale;ROMA;58;M;151
2006;6001;Cassino;18;Scienze dell'educazione;CASSINO;60;F;151
2006;7101;Foggia;99999;Giurisprudenza;FOGGIA;71;F;151
2007;101;Torino;5;Comunicazione interculturale;TORINO;1;F;151
2006;8701;Catania;71/S;Scienze delle pubbliche amministrazioni;ACIREALE;87;M;151
2006;8301;Messina;99999;Giurisprudenza;MESSINA;83;M;151
2006;8201;Palermo;34;Scienze e tecniche psicologiche della personalità e delle relazioni di aiuto;PALERMO;82;F;151
2006;3701;Bologna;99999;Lettere;BOLOGNA;37;F;151
2006;5801;Roma La Sapienza;14;Scienze e tecnologie della comunicazione;ROMA;58;M;151
2006;1509;Milano Bicocca;99999;Scienze dell'educazione;MILANO;15;F;151
2006;1502;Milano Politecnico;42;Disegno industriale;MILANO;15;M;151
2001;3601;Modena e Reggio Emilia;99999;Economia aziendale;MODENA;36;M;151
2001;8001;Reggio Calabria;99999;Architettura;REGGIO DI CALABRIA;80;M;151
2002;1001;Genova;99999;Giurisprudenza;GENOVA;10;M;151
2002;7001;Molise;99999;Giurisprudenza;CAMPOBASSO;70;F;151
2003;5801;Roma La Sapienza;99999;Scienze della comunicazione;ROMA;58;M;151
2004;1502;Milano Politecnico;9;Ingegneria elettronica;MILANO;15;M;151
2003;1502;Milano Politecnico;9;Ingegneria informatica;MILANO;15;M;151
2003;1502;Milano Politecnico;4;Scienze dell'architettura;MILANO;15;M;151
2004;5801;Roma La Sapienza;34;Scienze e tecniche psicologiche della valutazione e della consulenza clinica;ROMA;58;F;151
2004;3401;Parma;99999;Conservazione dei beni culturali;PARMA;34;F;151
2004;5807;Roma Tre;99999;Architettura;ROMA;58;F;151
2005;2701;Venezia Cà Foscari;99999;Lingue e civiltà orientali;VENEZIA;27;F;151
2005;4201;Marche;99999;Ingegneria meccanica;ANCONA;42;M;151
2005;5803;Roma LUMSA;99999;Scienze della comunicazione;ROMA;58;F;151
2009;1501;Milano;67/S;Comunicazione politica e sociale;MILANO;15;F;151
2008;6304;Napoli Benincasa;99999;Conservazione dei beni culturali;NAPOLI;63;F;151
2008;7501;Salento;99999;Giurisprudenza;LECCE;75;F;151
2008;7901;Catanzaro;6;Operatore di servizio sociale;CATANZARO;79;F;150
2008;6301;Napoli Federico II;12;Scienze biologiche;NAPOLI;63;F;150
2008;6901;Chieti e Pescara;36;Sociologia;CHIETI;69;M;150
2009;1501;Milano;SNT1;Infermieristica;MILANO;15;F;150
2009;6301;Napoli Federico II;46/S;Medicina e chirurgia;NAPOLI;63;F;150
2005;4301;Macerata;99999;Scienze della comunicazione;MACERATA;43;F;150
2004;5805;Roma LUISS;99999;Economia aziendale;ROMA;58;M;150
2004;3001;Udine;99999;Lingue e letterature straniere;UDINE;30;F;150
2004;1509;Milano Bicocca;99999;Economia e commercio;MILANO;15;F;150
2004;1801;Pavia;34;Scienze e tecniche psicologiche ;PAVIA;18;F;150
2003;1801;Pavia;34;Scienze e tecniche psicologiche ;PAVIA;18;F;150
2002;8301;Messina;99999;Lettere;MESSINA;83;F;150
2003;4201;Marche;SNT1;Infermiere;ANCONA;42;F;150
2003;3701;Bologna;99999;Medicina e chirurgia;BOLOGNA;37;M;150
2003;6901;Chieti e Pescara;34;Scienze psicologiche;CHIETI;69;F;150
2002;5807;Roma Tre;99999;Lettere;ROMA;58;F;150
2002;5201;Siena;99999;Scienze politiche;SIENA;52;M;150
2002;3701;Bologna;99999;Ingegneria elettronica;BOLOGNA;37;M;150
2001;1801;Pavia;99999;Economia e commercio;PAVIA;18;F;150
2006;1503;Milano Bocconi;17;Economia delle istituzioni e dei mercati finanziari;MILANO;15;M;150
2006;4101;Urbino;99999;Scienze della formazione primaria;URBINO;41;F;150
2007;5807;Roma Tre;18;Educatore professionale di comunità;ROMA;58;F;150
2007;5801;Roma La Sapienza;9;Ingegneria informatica;ROMA;58;M;150
2008;4801;Firenze;17;Economia aziendale;FIRENZE;48;F;150
2008;1502;Milano Politecnico;42;Disegno industriale;MILANO;15;M;150
2008;4801;Firenze;34;Scienze e tecniche di psicologia dello sviluppo e dell'educazione;FIRENZE;48;F;149
2007;7201;Bari;99999;Scienze dell'educazione;BARI;72;F;149
2006;4301;Macerata;99999;Scienze della comunicazione;MACERATA;43;F;149
2006;3401;Parma;17;Marketing;PARMA;34;M;149
2006;1509;Milano Bicocca;26;Informatica;MILANO;15;M;149
2006;1509;Milano Bicocca;14;Scienze della comunicazione;MILANO;15;F;149
2005;9201;Cagliari;99999;Scienze politiche;CAGLIARI;92;F;149
2006;7202;Bari Politecnico;99999;Ingegneria elettronica;BARI;72;M;149
2006;8301;Messina;SNT1;Infermieristica;MESSINA;83;F;149
2006;6302;Napoli Parthenope;99999;Economia aziendale;NAPOLI;63;M;149
2007;1509;Milano Bicocca;28;Economia e commercio;MILANO;15;F;149
2001;1001;Genova;99999;Scienze dell'educazione;GENOVA;10;F;149
2001;5807;Roma Tre;99999;Economia e commercio;ROMA;58;M;149
2001;5201;Siena;99999;Giurisprudenza;SIENA;52;M;149
2002;2801;Padova;99999;Economia e commercio;PADOVA;28;F;149
2003;7202;Bari Politecnico;99999;Ingegneria meccanica;BARI;72;M;149
2003;5803;Roma LUMSA;99999;Scienze della comunicazione;ROMA;58;F;149
2003;5401;Perugia;99999;Lingue e letterature straniere;PERUGIA;54;F;149
2004;1502;Milano Politecnico;99999;Ingegneria informatica;MILANO;15;M;149
2003;5001;Pisa;99999;Economia e commercio;PISA;50;M;149
2003;1502;Milano Politecnico;9;Ingegneria delle telecomunicazioni;MILANO;15;M;149
2004;1504;Milano Cattolica;17;Economia e gestione aziendale;MILANO;15;M;149
2004;5403;Perugia Stranieri;99999;Comunicazione internazionale;PERUGIA;54;F;149
2004;5807;Roma Tre;9;Ingegneria Informatica;ROMA;58;M;149
2005;1509;Milano Bicocca;SNT1;Infermieristica;MONZA;15;F;149
2009;6301;Napoli Federico II;SNT1;Infermieristica;NAPOLI;63;F;149
2009;5807;Roma Tre;23;Discipline delle arti, della musica e dello spettacolo;ROMA;58;F;149
2009;8201;Palermo;34;Scienze e tecniche psicologiche della personalità e delle relazioni di aiuto;PALERMO;82;F;149
2009;102;Torino Politecnico;9;Ingegneria informatica;TORINO;1;M;149
2009;1601;Bergamo;34;Scienze e tecniche psicologiche delle relazioni interpersonali e delle organizzazioni sociali;BERGAMO;16;F;149
2008;7201;Bari;28;Economia e commercio;BARI;72;F;149
2008;5807;Roma Tre;31;Scienze giuridiche;ROMA;58;M;149
2009;5001;Pisa;31;Scienze giuridiche;PISA;50;M;148
2005;6001;Cassino;99999;Economia e commercio;CASSINO;60;F;148
2004;3701;Bologna;46/S;Medicina e chirurgia;BOLOGNA;37;F;148
2004;2801;Padova;99999;Scienze della formazione primaria;PADOVA;28;F;148
2004;3201;Trieste;99999;Traduzione ed interpretazione;TRIESTE;32;F;148
2003;2701;Venezia Cà Foscari;13;Conservazione dei beni culturali;VENEZIA;27;F;148
2002;5401;Perugia;99999;Scienze dell'educazione;PERUGIA;54;F;148
2002;5807;Roma Tre;99999;Giurisprudenza;ROMA;58;F;148
2002;6301;Napoli Federico II;99999;Filosofia;NAPOLI;63;F;148
2001;6301;Napoli Federico II;99999;Scienze politiche;NAPOLI;63;F;148
2001;8201;Palermo;99999;Lingue e letterature straniere;PALERMO;82;F;148
2001;9001;Sassari;99999;Giurisprudenza;SASSARI;90;M;148
2001;1001;Genova;99999;Architettura;GENOVA;10;F;148
2001;1801;Pavia;99999;Scienze politiche;PAVIA;18;M;148
2001;3601;Modena e Reggio Emilia;99999;Economia aziendale;MODENA;36;F;148
2006;2801;Padova;99999;Scienze dell'educazione;PADOVA;28;F;148
2006;5001;Pisa;DS1/S;Scienze marittime e navali;LIVORNO;49;M;148
2007;7201;Bari;99999;Economia e commercio;BARI;72;F;148
2007;8201;Palermo;46/S;Medicina e chirurgia;PALERMO;82;F;148
2008;5801;Roma La Sapienza;11;Lingue e culture del mondo moderno;ROMA;58;F;148
2008;1504;Milano Cattolica;14;Linguaggi dei media;MILANO;15;F;148
2008;3701;Bologna;34;Scienze del comportamento e delle relazioni sociali;CESENA;40;F;147
2007;7501;Salento;99999;Scienze dell'educazione;LECCE;75;F;147
2007;4302;Camerino;99999;Giurisprudenza;CAMERINO;43;M;147
2006;5801;Roma La Sapienza;9;Ingegneria informatica;ROMA;58;M;147
2006;5802;Roma Tor Vergata;99999;Giurisprudenza;ROMA;58;M;147
2006;2801;Padova;9;Ingegneria informatica;PADOVA;28;M;147
2006;1801;Pavia;34;Scienze e tecniche psicologiche ;PAVIA;18;F;147
2006;1504;Milano Cattolica;99999;Economia e commercio;MILANO;15;F;147
2005;8701;Catania;99999;Scienze politiche;CATANIA;87;F;147
2006;8201;Palermo;99999;Economia e commercio;PALERMO;82;F;147
2001;1801;Pavia;99999;Scienze politiche;PAVIA;18;F;147
2001;7901;Catanzaro;99999;Giurisprudenza;CATANZARO;79;F;147
2002;6301;Napoli Federico II;99999;Infermiere;NAPOLI;63;F;147
2002;7501;Salento;99999;Scienze dell'educazione;LECCE;75;F;147
2003;3701;Bologna;99999;Economia del turismo;RIMINI;99;M;147
2003;1501;Milano;99999;Farmacia;MILANO;15;F;147
2003;1501;Milano;99999;Lettere;MILANO;15;M;147
2003;1701;Brescia;99999;Giurisprudenza;BRESCIA;17;F;147
2002;8201;Palermo;99999;Lingue e letterature straniere;PALERMO;82;F;147
2002;8701;Catania;99999;Medicina e chirurgia;CATANIA;87;F;147
2003;8701;Catania;99999;Scienze politiche;CATANIA;87;F;147
2003;5802;Roma Tor Vergata;SNT1;Infermieristica;ROMA;58;M;147
2004;1504;Milano Cattolica;99999;Scienze dell'educazione;BRESCIA;17;F;147
2004;4801;Firenze;99999;Lingue e letterature straniere;FIRENZE;48;F;147
2005;1001;Genova;99999;Economia e commercio;GENOVA;10;M;147
2005;6301;Napoli Federico II;99999;Scienze politiche;NAPOLI;63;F;147
2005;5802;Roma Tor Vergata;SNT3;Tecniche di laboratorio biomedico;ROMA;58;M;147
2005;8301;Messina;99999;Lingue e letterature straniere moderne;MESSINA;83;F;147
2005;3201;Trieste;99999;Scienze della comunicazione;TRIESTE;32;F;147
2009;5401;Perugia;LMG/01;Giurisprudenza;PERUGIA;54;F;147
2009;5815;Roma UNICUSANO - telematica;17;Economia finanza e diritto per la gestione d'impresa;ROMA;58;M;147
2009;1701;Brescia;17;Economia e gestione aziendale;BRESCIA;17;F;147
2009;1509;Milano Bicocca;14;Scienze della comunicazione;MILANO;15;F;146
2009;1504;Milano Cattolica;84/S;Management per l'impresa;MILANO;15;F;146
2009;101;Torino;84/S;Economia e direzione delle imprese;TORINO;1;M;146
2008;5807;Roma Tre;28;Economia delle imprese e dei mercati;ROMA;58;F;146
2008;5805;Roma LUISS;84/S;Economia e direzione delle imprese;ROMA;58;M;146
2005;3201;Trieste;99999;Traduzione ed interpretazione;TRIESTE;32;F;146
2005;7202;Bari Politecnico;99999;Ingegneria meccanica;BARI;72;M;146
2005;6302;Napoli Parthenope;99999;Economia aziendale;NAPOLI;63;M;146
2005;5801;Roma La Sapienza;34;Scienze e tecniche psicologiche per l'intervento clinico per la persona, il gruppo e le istituzioni;ROMA;58;F;146
2004;4201;Marche;99999;Ingegneria elettronica;ANCONA;42;M;146
2003;5001;Pisa;SNT1;Infermieristica;PISA;50;F;146
2003;6901;Chieti e Pescara;17;Economia e management ;PESCARA;68;M;146
2003;5807;Roma Tre;99999;Architettura;ROMA;58;F;146
2003;9201;Cagliari;99999;Giurisprudenza;CAGLIARI;92;M;146
2004;201;Piemonte Orientale;99999;Economia e commercio;NOVARA;3;M;146
2003;1504;Milano Cattolica;34;Scienze e tecniche psicologiche;MILANO;15;F;146
2002;5805;Roma LUISS;99999;Economia e commercio;ROMA;58;F;146
2002;6501;Salerno;99999;Sociologia;FISCIANO;65;F;146
2001;6301;Napoli Federico II;99999;Sociologia;NAPOLI;63;F;146
2001;6901;Chieti e Pescara;99999;Architettura;PESCARA;68;F;146
2006;8201;Palermo;99999;Economia e commercio;PALERMO;82;M;146
2006;7001;Molise;99999;Giurisprudenza;CAMPOBASSO;70;M;146
2006;6501;Salerno;26;Informatica;FISCIANO;65;M;146
2007;1502;Milano Politecnico;99999;Architettura;MILANO;15;F;146
2007;8701;Catania;14;Scienze per la comunicazione internazionale;CATANIA;87;F;146
2008;3701;Bologna;99999;Discipline dell'arte, della musica e dello spettacolo;BOLOGNA;37;F;146
2008;3701;Bologna;22/S;Giurisprudenza;BOLOGNA;37;M;146
2008;4801;Firenze;46/S;Medicina e chirurgia;FIRENZE;48;F;146
2008;1504;Milano Cattolica;84/S;Management per l'impresa;MILANO;15;M;146
2008;1509;Milano Bicocca;14;Scienze della comunicazione;MILANO;15;F;146
2008;1501;Milano;12;Scienze biologiche;MILANO;15;F;146
2008;1501;Milano;15;Scienze internazionali e istituzioni europee;MILANO;15;F;145
2007;8301;Messina;99999;Economia e commercio;MESSINA;83;F;145
2007;9201;Cagliari;99999;Giurisprudenza;CAGLIARI;92;F;145
2006;9001;Sassari;99999;Giurisprudenza;SASSARI;90;F;145
2006;3701;Bologna;5;Lettere;BOLOGNA;37;F;145
2001;102;Torino Politecnico;99999;Ingegneria gestionale;TORINO;1;M;145
2001;101;Torino;99999;Amministrazione;TORINO;1;M;145
2002;6001;Cassino;99999;Economia e commercio;CASSINO;60;M;145
2003;3401;Parma;99999;Conservazione dei beni culturali;PARMA;34;F;145
2004;1001;Genova;99999;Lingue e letterature straniere;GENOVA;10;F;145
2003;5801;Roma La Sapienza;SNT3;Tecniche di radiologia medica, per immagini e radioterapia;ROMA;58;M;145
2003;5801;Roma La Sapienza;99999;Medicina e chirurgia;ROMA;58;M;145
2003;5801;Roma La Sapienza;99999;Farmacia;ROMA;58;F;145
2004;3701;Bologna;9;Ingegneria informatica;BOLOGNA;37;M;145
2004;1509;Milano Bicocca;99999;Giurisprudenza;MILANO;15;M;145
2004;1801;Pavia;SNT2;Fisioterapia;PAVIA;18;F;145
2004;6306;Napoli Vanvitelli;99999;Architettura;AVERSA;61;M;145
2004;6306;Napoli Vanvitelli;46/S;Medicina e chirurgia;NAPOLI;63;F;145
2004;7202;Bari Politecnico;99999;Ingegneria meccanica;BARI;72;M;145
2005;6001;Cassino;18;Scienze dell'educazione;CASSINO;60;F;145
2005;5807;Roma Tre;99999;Economia aziendale;ROMA;58;F;145
2005;7801;Calabria;17;Economia aziendale;RENDE;78;F;145
2005;3701;Bologna;9;Ingegneria informatica;BOLOGNA;37;M;145
2008;6301;Napoli Federico II;SNT1;Infermieristica;NAPOLI;63;F;145
2009;102;Torino Politecnico;10;Ingegneria meccanica;TORINO;1;M;145
2009;7201;Bari;46/S;Medicina e chirurgia;BARI;72;F;145
2009;5801;Roma La Sapienza;14;Scienze della comunicazione pubblica e organizzativa;ROMA;58;F;145
2009;5801;Roma La Sapienza;104/S;Traduzione (traduzione letteraria e traduzione tecnico-scientifica);ROMA;58;F;145
2009;3701;Bologna;14;Scienze della comunicazione;BOLOGNA;37;F;145
2009;8701;Catania;99999;Giurisprudenza;CATANIA;87;F;145
2009;6601;L'Aquila;SNT1;Infermieristica;L'AQUILA;66;M;144
2005;3701;Bologna;99999;Traduzione ed interpretazione;FORLI';40;F;144
2005;1501;Milano;99999;Filosofia;MILANO;15;F;144
2005;1502;Milano Politecnico;99999;Ingegneria civile;MILANO;15;M;144
2005;7201;Bari;34;Scienze e tecniche psicologiche;BARI;72;F;144
2005;5801;Roma La Sapienza;11;Lingue e letterature moderne;ROMA;58;F;144
2004;6901;Chieti e Pescara;99999;Economia e commercio;PESCARA;68;F;144
2004;1801;Pavia;SNT3;Dietistica;PAVIA;18;F;144
2004;1505;Milano IULM;99999;Scienze turistiche;MILANO;15;F;144
2004;2701;Venezia Cà Foscari;99999;Economia aziendale;VENEZIA;27;F;144
2003;5601;Tuscia;99999;Conservazione dei beni culturali;VITERBO;56;F;144
2003;6201;Sannio;99999;Economia e commercio;BENEVENTO;62;F;144
2003;6301;Napoli Federico II;99999;Scienze politiche;NAPOLI;63;F;144
2003;6501;Salerno;99999;Scienze della comunicazione;FISCIANO;65;F;144
2004;1502;Milano Politecnico;99999;Ingegneria aerospaziale;MILANO;15;M;144
2003;1801;Pavia;99999;Scienze politiche;PAVIA;18;F;144
2003;2801;Padova;99999;Ingegneria elettronica;PADOVA;28;M;144
2003;3601;Modena e Reggio Emilia;99999;Economia aziendale;MODENA;36;F;144
2002;5807;Roma Tre;99999;Economia e commercio;ROMA;58;M;144
2002;5401;Perugia;99999;Scienze politiche;PERUGIA;54;F;144
2001;6306;Napoli Vanvitelli;99999;Giurisprudenza;SANTA MARIA CAPUA VETERE;61;F;144
2002;101;Torino;99999;Scienze della comunicazione;IVREA;1;F;144
2006;1501;Milano;99999;Scienze politiche;MILANO;15;F;144
2006;2801;Padova;10;Ingegneria meccanica;PADOVA;28;M;144
2006;2701;Venezia Cà Foscari;13;Conservazione dei beni culturali;VENEZIA;27;F;144
2006;6901;Chieti e Pescara;99999;Lingue e letterature straniere;PESCARA;68;F;144
2006;6301;Napoli Federico II;9;Ingegneria informatica;NAPOLI;63;M;144
2007;101;Torino;DS1;Scienze strategiche;TORINO;1;M;144
2007;7001;Molise;99999;Scienze della formazione primaria;CAMPOBASSO;70;F;144
2007;5001;Pisa;31;Scienze giuridiche;PISA;50;M;144
2008;1501;Milano;15;Scienze politiche;MILANO;15;M;144
2008;1501;Milano;43/S;Lingue, culture e comunicazione internazionale;SESTO SAN GIOVANNI;15;F;144
2008;102;Torino Politecnico;10;Ingegneria meccanica;TORINO;1;M;143
2007;4801;Firenze;36;Operatori della sicurezza sociale;FIRENZE;48;M;143
2007;3701;Bologna;23;Discipline dell'arte, della musica e dello spettacolo;BOLOGNA;37;M;143
2007;1504;Milano Cattolica;46/S;Medicina e chirurgia;ROMA;58;F;143
2006;6501;Salerno;99999;Lingue e letterature straniere;FISCIANO;65;F;143
2005;9201;Cagliari;99999;Lettere;CAGLIARI;92;F;143
2006;4302;Camerino;99999;Giurisprudenza;CAMERINO;43;M;143
2001;2201;Trento;99999;Giurisprudenza;TRENTO;22;M;143
2001;1801;Pavia;99999;Giurisprudenza;PAVIA;18;M;143
2002;2801;Padova;99999;Ingegneria elettronica;PADOVA;28;M;143
2003;3201;Trieste;99999;Scienze internazionali e diplomatiche;GORIZIA;31;M;143
2002;8301;Messina;99999;Scienze dell'educazione;MESSINA;83;F;143
2004;1001;Genova;SNT1;Infermieristica;GENOVA;10;F;143
2003;8301;Messina;99999;Lettere;MESSINA;83;F;143
2003;8201;Palermo;99999;Scienze politiche;PALERMO;82;F;143
