AnnoS;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeC;SedeP;Sesso;Lau
2002;8001;Reggio Calabria;99999;Ingegneria civile;REGGIO DI CALABRIA;80;F;16
2002;8201;Palermo;99999;Infermiere;PALERMO;82;F;16
2002;8301;Messina;99999;Economia e gestione dei servizi turistici;MESSINA;83;F;16
2002;8301;Messina;99999;Ingegneria dei materiali;MESSINA;83;M;16
2002;8701;Catania;99999;Economia e gestione dei servizi turistici;CALTAGIRONE;87;F;16
2002;8701;Catania;99999;Ingegneria elettrica;CATANIA;87;M;16
2002;9201;Cagliari;99999;Fisica;CAGLIARI;92;M;16
2003;102;Torino Politecnico;99999;Ingegneria elettronica;TORINO;1;F;16
2003;102;Torino Politecnico;99999;Ingegneria meccanica (teledidattica);TORINO;1;M;16
2003;102;Torino Politecnico;99999;Ingegneria nucleare;TORINO;1;M;16
2003;102;Torino Politecnico;99999;Ingegneria informatica (teledidattica);TORINO;1;M;16
2003;102;Torino Politecnico;10;Ingegneria biomedica;TORINO;1;M;16
2003;102;Torino Politecnico;9;Ingegneria informatica;IVREA;1;M;16
2003;201;Piemonte Orientale;99999;Medicina e chirurgia;NOVARA;3;M;16
2003;1001;Genova;25;Fisica;GENOVA;10;M;16
2003;101;Torino;SNT1;Infermieristica;TORINO;1;M;16
2003;101;Torino;100/S;Comunicazione nella società dell'informazione;TORINO;1;F;16
2003;101;Torino;5;Lettere;TORINO;1;M;16
2002;9201;Cagliari;99999;Lingue e letterature straniere;CAGLIARI;92;M;16
2003;101;Torino;21;Chimica;TORINO;1;M;16
2004;1001;Genova;99999;Ingegneria chimica;GENOVA;10;M;16
2004;1202;Insubria;17;Economia e amministrazione delle imprese;VARESE;12;M;16
2004;1501;Milano;1;Biotecnologie agrarie vegetali;MILANO;15;F;16
2004;1501;Milano;3;Mediazione linguistica e culturale;MILANO;15;M;16
2004;1501;Milano;24;Tecniche erboristiche;MILANO;15;F;16
2004;1501;Milano;24;Tossicologia dell'ambiente;LODI;98;F;16
2004;1501;Milano;38;Scienze storiche;MILANO;15;M;16
2004;1502;Milano Politecnico;4;Scienze dell'architettura;MANTOVA;20;M;16
2004;1502;Milano Politecnico;4;Edilizia;MILANO;15;M;16
2004;102;Torino Politecnico;9;Ingegneria telematica;MONDOVI';4;M;16
2004;102;Torino Politecnico;10;Produzione industriale;TORINO;1;M;16
2004;101;Torino;SNT1;Infermieristica;AOSTA;7;F;16
2004;101;Torino;99999;Matematica;TORINO;1;M;16
2004;1001;Genova;14;Scienze della comunicazione;SAVONA;9;M;16
2004;1001;Genova;99999;Chimica industriale;GENOVA;10;M;16
2004;101;Torino;11;Lingue e letterature straniere;TORINO;1;F;16
2004;101;Torino;16;Scienze geologiche;TORINO;1;M;16
2003;9201;Cagliari;99999;Medicina e chirurgia;CAGLIARI;92;M;16
2004;101;Torino;27;Scienze naturali;TORINO;1;F;16
2004;101;Torino;19;Scienze dell'amministrazione e dell'organizzazione;IVREA;1;F;16
2003;8701;Catania;99999;Ingegneria elettrica;CATANIA;87;M;16
2003;8701;Catania;99999;Scienze naturali;CATANIA;87;M;16
2003;8701;Catania;99999;Chimica;CATANIA;87;F;16
2003;9201;Cagliari;6;Servizio sociale;NUORO;91;F;16
2003;7601;Basilicata;99999;Scienze forestali;POTENZA;76;M;16
2003;7601;Basilicata;99999;Matematica;POTENZA;76;F;16
2003;7501;Salento;99999;Scienze dell'educazione;LECCE;75;M;16
2003;7601;Basilicata;99999;Chimica;POTENZA;76;F;16
2003;7901;Catanzaro;SNT1;Infermiere;CATANZARO;79;M;16
2003;7801;Calabria;99999;Scienze biologiche;RENDE;78;M;16
2003;8201;Palermo;99999;Scienze naturali;PALERMO;82;M;16
2003;8201;Palermo;SNT2;Terapia della neuro e psicomotricità dell'età evolutiva;PALERMO;82;F;16
2003;8301;Messina;99999;Chimica e tecnologia farmaceutiche;MESSINA;83;M;16
2003;8201;Palermo;27;Scienze ambientali;PALERMO;82;F;16
2003;7001;Molise;99999;Scienze e tecnologie alimentari;CAMPOBASSO;70;M;16
2003;7201;Bari;99999;Economia e amministrazione delle imprese;BARI;72;F;16
2003;7201;Bari;99999;Tecnico sanitario di laboratorio biomedico;BARI;72;F;16
2003;7201;Bari;99999;Scienze ambientali;TARANTO;73;F;16
2003;6501;Salerno;99999;Lingue e letterature straniere moderne;FISCIANO;65;F;16
2003;6501;Salerno;99999;Matematica;BARONISSI;65;M;16
2003;6601;L'Aquila;99999;Ingegneria elettronica;L'AQUILA;66;F;16
2003;6601;L'Aquila;99999;Scienze biologiche;L'AQUILA;66;M;16
2003;6601;L'Aquila;99999;Informatica;L'AQUILA;66;F;16
2003;6501;Salerno;99999;Chimica;BARONISSI;65;M;16
2003;6306;Napoli Vanvitelli;99999;Scienze ambientali;CASERTA;61;F;16
2003;6306;Napoli Vanvitelli;99999;Matematica;CASERTA;61;M;16
2003;6302;Napoli Parthenope;99999;Economia marittima e dei trasporti;NAPOLI;63;M;16
2003;6302;Napoli Parthenope;33;Scienze motorie;NAPOLI;63;M;16
2003;6303;Napoli L'Orientale;99999;Filosofia;NAPOLI;63;F;16
2003;5808;Roma Biomedico;SNT1;Infermieristica;ROMA;58;F;16
2003;6201;Sannio;9;Ingegneria informatica;BENEVENTO;62;M;16
2003;6301;Napoli Federico II;99999;Scienze della produzione animale;NAPOLI;63;M;16
2003;6301;Napoli Federico II;99999;Odontoiatria e protesi dentaria;NAPOLI;63;F;16
2003;6301;Napoli Federico II;99999;Ingegneria edile;NAPOLI;63;F;16
2003;6301;Napoli Federico II;99999;Controllo di qualità nel settore industriale farmaceutico;NAPOLI;63;F;16
2003;5401;Perugia;99999;Medicina e chirurgia;PERUGIA;54;M;16
2003;5401;Perugia;99999;Odontoiatria e protesi dentaria;PERUGIA;54;F;16
2003;5401;Perugia;99999;Chimica;PERUGIA;54;F;16
2003;5401;Perugia;99999;Scienze naturali;PERUGIA;54;M;16
2003;5801;Roma La Sapienza;5;Lettere;ROMA;58;F;16
2003;5801;Roma La Sapienza;9;Ingegneria delle telecomunicazioni;ROMA;58;F;16
2003;5001;Pisa;99999;Scienze dell'informazione;PISA;50;M;16
2003;5001;Pisa;99999;Scienze e tecnologie agrarie;PISA;50;F;16
2003;5001;Pisa;99999;Medicina veterinaria;PISA;50;M;16
2003;5001;Pisa;SNT3;Dietistica;PISA;50;F;16
2003;5201;Siena;99999;Economia ambientale;SIENA;52;F;16
2003;5801;Roma La Sapienza;SNT1;Infermieristica;LATINA;59;M;16
2003;5801;Roma La Sapienza;99999;Ingegneria meccanica;ROMA;58;F;16
2003;5802;Roma Tor Vergata;99999;Economia delle amministrazioni pubbliche e delle istituzioni internazionali;ROMA;58;F;16
2003;5802;Roma Tor Vergata;99999;Matematica;ROMA;58;F;16
2003;5807;Roma Tre;19;Pubblica amministrazione;ROMA;58;M;16
2003;5807;Roma Tre;9;Ingegneria Informatica;ROMA;58;F;16
2001;3401;Parma;99999;Scienze naturali;PARMA;34;F;16
2001;3601;Modena e Reggio Emilia;99999;Economia politica;MODENA;36;M;16
2001;3601;Modena e Reggio Emilia;99999;Chimica;MODENA;36;F;16
2001;3601;Modena e Reggio Emilia;99999;Economia e amministrazione delle imprese;MODENA;36;F;16
2001;3401;Parma;99999;Ingegneria informatica;PARMA;34;M;16
2001;3701;Bologna;99999;Astronomia;BOLOGNA;37;F;16
2001;3001;Udine;99999;Medicina e chirurgia;UDINE;30;M;16
2001;3001;Udine;99999;Tecnologie alimentari;UDINE;30;M;16
2001;3201;Trieste;99999;Psicologia;TRIESTE;32;M;16
2001;3001;Udine;99999;Informatica;UDINE;30;M;16
2001;3001;Udine;99999;Ingegneria gestionale;UDINE;30;F;16
2001;2801;Padova;99999;Matematica;PADOVA;28;M;16
2001;5001;Pisa;99999;Servizio sociale;PISA;50;F;16
2001;5001;Pisa;99999;Ingegneria delle telecomunicazioni;PISA;50;F;16
2001;4302;Camerino;99999;Scienze naturali;CAMERINO;43;F;16
2001;4801;Firenze;99999;Matematica;FIRENZE;48;M;16
2001;4201;Marche;99999;Servizio sociale;ANCONA;42;F;16
2001;4101;Urbino;99999;Lingue e letterature straniere;URBINO;41;M;16
2001;3701;Bologna;99999;Scienze internazionali e diplomatiche;FORLI';40;F;16
2001;3701;Bologna;99999;Tecnico sanitario di radiologia medica;BOLOGNA;37;M;16
2001;3801;Ferrara;99999;Pedagogia;FERRARA;38;F;16
2001;1801;Pavia;99999;Infermiere;PAVIA;18;M;16
2001;2101;Bolzano;99999;Economia e gestione dei servizi turistici;BRUNICO - BRUNECK;21;F;16
2001;2701;Venezia Cà Foscari;99999;Lingue e letterature straniere;VENEZIA;27;M;16
2001;1504;Milano Cattolica;99999;Fisioterapista;VITERBO;56;F;16
2001;1504;Milano Cattolica;99999;Tecnologie alimentari;CREMONA;19;F;16
2001;1505;Milano IULM;99999;Lingue e letterature straniere;MILANO;15;M;16
2001;1601;Bergamo;99999;Ingegneria gestionale;DALMINE;16;F;16
2001;101;Torino;99999;Scienza dei materiali;TORINO;1;M;16
2001;102;Torino Politecnico;99999;Ingegneria energetica;VERCELLI;2;M;16
2001;102;Torino Politecnico;99999;Ingegneria delle telecomunicazioni;TORINO;1;F;16
2001;102;Torino Politecnico;99999;Ingegneria edile;TORINO;1;F;16
2001;102;Torino Politecnico;99999;Ingegneria civile;TORINO;1;F;16
2001;1001;Genova;99999;Scienze naturali;GENOVA;10;M;16
2001;1001;Genova;99999;Lingue e letterature straniere moderne;GENOVA;10;F;16
2001;1502;Milano Politecnico;99999;Edilizia;MILANO;15;M;16
2001;1501;Milano;99999;Informatica;CREMA;19;M;16
2001;1501;Milano;99999;Informatica;MILANO;15;F;16
2002;101;Torino;99999;Chimica industriale;TORINO;1;M;16
2002;101;Torino;99999;Chimica;TORINO;1;F;16
2002;101;Torino;99999;Ostetrica/o;TORINO;1;F;16
2002;101;Torino;99999;Odontoiatria e protesi dentaria;TORINO;1;F;16
2002;101;Torino;99999;Infermiere;TORINO;1;M;16
2002;101;Torino;99999;Scienze dell'educazione;TORINO;1;M;16
2002;101;Torino;99999;Scienze internazionali e diplomatiche;TORINO;1;M;16
2002;102;Torino Politecnico;99999;Ingegneria informatica;IVREA;1;M;16
2002;201;Piemonte Orientale;99999;Fisioterapista;NOVARA;3;F;16
2002;201;Piemonte Orientale;12;Biologia;ALESSANDRIA;6;F;16
2002;101;Torino;21;Chimica;TORINO;1;F;16
2002;101;Torino;40;Produzioni animali, gestione e conservazione della fauna;GRUGLIASCO;1;M;16
2001;9001;Sassari;99999;Scienze biologiche;SASSARI;90;M;16
2001;8701;Catania;99999;Matematica;CATANIA;87;M;16
2001;7201;Bari;99999;Scienze geologiche;BARI;72;F;16
2001;7901;Catanzaro;99999;Medicina e chirurgia;CATANZARO;79;M;16
2001;7801;Calabria;99999;Ingegneria informatica;RENDE;78;F;16
2001;7601;Basilicata;99999;Scienze geologiche;POTENZA;76;M;16
2001;7501;Salento;99999;Lingue e letterature straniere;LECCE;75;M;16
2001;7501;Salento;99999;Matematica;LECCE;75;F;16
2001;8701;Catania;99999;Ingegneria elettronica;CATANIA;87;F;16
2001;8201;Palermo;99999;Ingegneria elettronica;PALERMO;82;F;16
2001;8001;Reggio Calabria;99999;Storia e conservazione dei beni architettonici e ambientali;REGGIO DI CALABRIA;80;M;16
2001;5801;Roma La Sapienza;99999;Ostetrica/o;ROMA;58;F;16
2001;5802;Roma Tor Vergata;99999;Ostetrica/o;ROMA;58;F;16
2001;5802;Roma Tor Vergata;99999;Filosofia;ROMA;58;F;16
2001;5802;Roma Tor Vergata;99999;Infermiere;MARINO;58;F;16
2001;5802;Roma Tor Vergata;99999;Infermiere;TIVOLI;58;F;16
2001;5401;Perugia;99999;Odontoiatria e protesi dentaria;PERUGIA;54;M;16
2001;5801;Roma La Sapienza;99999;Edilizia;ROMA;58;M;16
2001;6601;L'Aquila;99999;Ingegneria elettrica;L'AQUILA;66;M;16
2001;6901;Chieti e Pescara;99999;Farmacia;CHIETI;69;F;16
2001;6601;L'Aquila;99999;Scienze biologiche;L'AQUILA;66;M;16
2001;7001;Molise;99999;Servizio sociale;CAMPOBASSO;70;F;16
2001;5807;Roma Tre;99999;Lingue e letterature straniere;ROMA;58;M;16
2001;5807;Roma Tre;99999;Scienze biologiche;ROMA;58;M;16
2001;5807;Roma Tre;99999;Filosofia;ROMA;58;F;16
2001;5807;Roma Tre;99999;Filosofia;ROMA;58;M;16
2001;6001;Cassino;99999;Ingegneria elettrica;CASSINO;60;M;16
2002;5802;Roma Tor Vergata;99999;Infermiere;ROMA;58;M;16
2002;5802;Roma Tor Vergata;99999;Economia aziendale;ROMA;58;M;16
2002;5802;Roma Tor Vergata;34/S;Ingegneria gestionale;ROMA;58;F;16
2002;5802;Roma Tor Vergata;SNT2;Podologo;ROMA;58;F;16
2002;5801;Roma La Sapienza;99999;Ingegneria delle telecomunicazioni;ROMA;58;F;16
2002;5801;Roma La Sapienza;99999;Ingegneria civile;ROMA;58;F;16
2002;5801;Roma La Sapienza;SNT2;Fisioterapista;ROMA;58;M;16
2002;5401;Perugia;99999;Scienze agrarie;PERUGIA;54;F;16
2002;5401;Perugia;99999;Scienze biologiche;PERUGIA;54;M;16
2002;5401;Perugia;99999;Odontoiatria e protesi dentaria;PERUGIA;54;M;16
2002;5401;Perugia;99999;Fisica;PERUGIA;54;M;16
2002;5401;Perugia;99999;Ingegneria civile;PERUGIA;54;F;16
2002;5801;Roma La Sapienza;99999;Ingegneria aeronautica;ROMA;58;M;16
2002;5801;Roma La Sapienza;9;Ingegneria informatica;LATINA;59;M;16
2002;5801;Roma La Sapienza;9;Ingegneria delle telecomunicazioni;ROMA;58;M;16
2002;4801;Firenze;99999;Infermiere;FIRENZE;48;M;16
2002;4801;Firenze;99999;Scienze dell'informazione;FIRENZE;48;M;16
2002;4801;Firenze;99999;Ostetrica/o;FIRENZE;48;F;16
2002;5201;Siena;99999;Lettere;SIENA;52;M;16
2002;5201;Siena;99999;Matematica;SIENA;52;F;16
2002;5201;Siena;99999;Servizio sociale;SIENA;52;F;16
2002;5001;Pisa;99999;Ingegneria nucleare;PISA;50;M;16
2002;7901;Catanzaro;99999;Scienze dell'amministrazione;CATANZARO;79;M;16
2002;7801;Calabria;99999;Economia e gestione dei servizi turistici;RENDE;78;F;16
2002;7601;Basilicata;99999;Lettere;POTENZA;76;M;16
2002;7601;Basilicata;99999;Scienze e tecnologie alimentari;POTENZA;76;F;16
2002;7501;Salento;99999;Economia e amministrazione delle imprese;LECCE;75;F;16
2002;6901;Chieti e Pescara;99999;Odontoiatria e protesi dentaria;CHIETI;69;F;16
2002;6701;Teramo;99999;Economia e amministrazione delle imprese;TERAMO;67;F;16
2002;7001;Molise;99999;Scienze ambientali;ISERNIA;94;F;16
2002;7201;Bari;99999;Infermiere;MATERA;77;F;16
2002;5807;Roma Tre;99999;Fisica;ROMA;58;M;16
2002;5803;Roma LUMSA;18;Educatori professionali;ROMA;58;F;16
2002;6001;Cassino;99999;Servizio sociale;CASSINO;60;F;16
2002;6304;Napoli Benincasa;99999;Scienze della formazione primaria;NAPOLI;63;F;16
2002;6301;Napoli Federico II;99999;Tecnico sanitario di laboratorio biomedico;NAPOLI;63;F;16
2002;6301;Napoli Federico II;99999;Scienze della produzione animale;NAPOLI;63;F;16
2002;6501;Salerno;99999;Scienze dell'informazione;BARONISSI;65;F;16
2002;6306;Napoli Vanvitelli;99999;Ingegneria civile;AVERSA;61;M;16
2002;3701;Bologna;10;Ingegneria elettrica;BOLOGNA;37;M;16
2002;3701;Bologna;99999;Dirigenti e docenti di scienze infermieristiche;BOLOGNA;37;F;16
2002;3701;Bologna;99999;Economia e amministrazione delle imprese;RIMINI;99;M;16
2002;3701;Bologna;99999;Psicologia;BOLOGNA;37;M;16
2002;4101;Urbino;99999;Consulente del lavoro;PESARO;41;M;16
2002;4101;Urbino;99999;Biotecnologie agro-industriali;FANO;41;F;16
2002;4101;Urbino;24;Tecniche erboristiche;URBINO;41;F;16
2002;3801;Ferrara;99999;Ingegneria civile;FERRARA;38;F;16
2002;2801;Padova;99999;Scienze statistiche demografiche e sociali;PADOVA;28;F;16
2002;2801;Padova;SNT2;Logopedia;PADOVA;28;F;16
2002;2801;Padova;SNT2;Fisioterapia;CONEGLIANO;26;F;16
2002;3201;Trieste;99999;Chimica e tecnologia farmaceutiche;TRIESTE;32;M;16
2002;3201;Trieste;99999;Ingegneria civile;TRIESTE;32;M;16
2002;3401;Parma;99999;Ingegneria gestionale;PARMA;34;M;16
2002;3601;Modena e Reggio Emilia;99999;Ingegneria gestionale;REGGIO NELL'EMILIA;35;F;16
2002;3601;Modena e Reggio Emilia;99999;Ingegneria dei materiali;MODENA;36;M;16
2002;2301;Verona;99999;Biotecnologie agro-industriali;VERONA;23;M;16
2002;2201;Trento;6;Servizio sociale;TRENTO;22;M;16
2002;1601;Bergamo;99999;Ingegneria gestionale;DALMINE;16;F;16
2002;1701;Brescia;99999;Odontoiatria e protesi dentaria;BRESCIA;17;M;16
2002;1509;Milano Bicocca;17;Commercio estero;MILANO;15;F;16
2002;1502;Milano Politecnico;99999;Ingegneria energetica;MILANO;15;M;16
2002;1504;Milano Cattolica;99999;Scienze dell'educazione;BRESCIA;17;M;16
2002;1504;Milano Cattolica;99999;Esperto linguistico d'impresa;BRESCIA;17;F;16
2002;1504;Milano Cattolica;99999;Lettere;BRESCIA;17;M;16
2002;1504;Milano Cattolica;99999;Scienze statistiche ed economiche;MILANO;15;F;16
2002;1001;Genova;99999;Economia e gestione dei servizi turistici;SAVONA;9;M;16
2002;1001;Genova;99999;Operatore della pubblica amministrazione;GENOVA;10;F;16
2002;1202;Insubria;99999;Infermiere;VARESE;12;M;16
2006;5401;Perugia;37;Statistica e informatica per la gestione delle imprese;PERUGIA;54;F;16
2006;5401;Perugia;24;Tecniche erboristiche;PERUGIA;54;F;16
2006;5401;Perugia;84/S;Management aziendale;PERUGIA;54;F;16
2006;5201;Siena;22/S;Giurisprudenza;SIENA;52;M;16
2006;5201;Siena;101/S;Teoria della comunicazione e tecniche dei linguaggi persuasivi;SIENA;52;F;16
2006;5201;Siena;99999;Odontoiatria e protesi dentaria;SIENA;52;M;16
2006;5201;Siena;99999;Chimica e tecnologia farmaceutiche;SIENA;52;M;16
2006;5201;Siena;29;Discipline etno-antropologiche;SIENA;52;F;16
2006;4801;Firenze;84/S;Governo d'impresa;FIRENZE;48;M;16
2006;4801;Firenze;99999;Chimica;FIRENZE;48;F;16
2006;4801;Firenze;34;Scienze e tecniche di psicologia generale e sperimentale;FIRENZE;48;M;16
2006;4801;Firenze;SNT4;Tecniche della prevenzione nell'ambiente e nei luoghi di lavoro;EMPOLI;48;F;16
2006;5001;Pisa;8;Ingegneria civile, dell'ambiente e del territorio;PISA;50;F;16
2006;5001;Pisa;99999;Odontoiatria e protesi dentaria;PISA;50;M;16
2006;5801;Roma La Sapienza;7;Urbanistica e sistemi informativi territoriali;ROMA;58;M;16
2006;5401;Perugia;99999;Odontoiatria e protesi dentaria;PERUGIA;54;M;16
2006;5401;Perugia;99999;Scienze dell'educazione;PERUGIA;54;M;16
2006;5601;Tuscia;12;Scienze biologiche;VITERBO;56;F;16
2006;5403;Perugia Stranieri;60/S;Sistemi di comunicazione nelle relazioni internazionali;PERUGIA;54;M;16
2006;5801;Roma La Sapienza;34;Discipline della ricerca psicologico-sociale;ROMA;58;F;16
2006;5801;Roma La Sapienza;35;Cooperazione, sviluppo e relazioni tra i popoli;ROMA;58;F;16
2006;5801;Roma La Sapienza;27;Scienze ambientali;ROMA;58;F;16
2006;5801;Roma La Sapienza;10;Ingegneria meccanica;LATINA;59;M;16
2006;5801;Roma La Sapienza;13;Scienze storico-artistiche;ROMA;58;M;16
2006;5801;Roma La Sapienza;11;Lingue e letterature moderne;ROMA;58;M;16
2006;5802;Roma Tor Vergata;1;Biotecnologie;ROMA;58;M;16
2006;5801;Roma La Sapienza;99999;Scienze statistiche ed attuariali;ROMA;58;F;16
2006;5801;Roma La Sapienza;SNT2;Fisioterapia;ARICCIA;58;F;16
2006;5801;Roma La Sapienza;99999;Geografia;ROMA;58;M;16
2006;5802;Roma Tor Vergata;38/S;Ingegneria per l'ambiente e il territorio;ROMA;58;M;16
2006;5802;Roma Tor Vergata;30/S;Ingegneria delle telecomunicazioni;ROMA;58;F;16
2006;5802;Roma Tor Vergata;SNT2;Fisioterapia;SORA;60;F;16
2006;5803;Roma LUMSA;19;Scienze dell'amministrazione;ROMA;58;M;16
2006;5803;Roma LUMSA;15;Scienze politiche;ROMA;58;F;16
2006;3401;Parma;28;Economia dello sviluppo e della cooperazione internazionale;PARMA;34;M;16
2006;3401;Parma;25;Fisica;PARMA;34;M;16
2006;3201;Trieste;99999;Scienze internazionali e diplomatiche;GORIZIA;31;F;16
2006;3401;Parma;04/S;Architettura;PARMA;34;M;16
2006;3201;Trieste;60/S;Scienze internazionali e diplomatiche;GORIZIA;31;F;16
2006;3201;Trieste;34;Discipline psicosociali;TRIESTE;32;M;16
2006;3001;Udine;99999;Economia e commercio;UDINE;30;M;16
2006;3701;Bologna;9;Ingegneria biomedica;CESENA;40;M;16
2006;3701;Bologna;40;Acquacoltura e ittiopatologia;CESENATICO;40;M;16
2006;3701;Bologna;28;Economia di internet;FORLI';40;F;16
2006;3401;Parma;SNT2;Logopedia;PARMA;34;F;16
2006;3601;Modena e Reggio Emilia;36/S;Ingegneria meccatronica;REGGIO NELL'EMILIA;35;M;16
2006;3601;Modena e Reggio Emilia;64/S;Economia e gestione delle reti e dell'innovazione;REGGIO NELL'EMILIA;35;M;16
2006;3601;Modena e Reggio Emilia;99999;Ingegneria elettronica;MODENA;36;M;16
2006;3601;Modena e Reggio Emilia;99999;Ingegneria gestionale;REGGIO NELL'EMILIA;35;M;16
2006;3701;Bologna;99999;Psicologia;CESENA;40;M;16
2006;3801;Ferrara;8;Ingegneria civile per l'ambiente e il territorio;FERRARA;38;M;16
2006;3701;Bologna;99999;Scienze statistiche ed economiche;BOLOGNA;37;M;16
2006;3701;Bologna;SNT3;Tecniche di radiologia medica, per immagini e radioterapia;BOLOGNA;37;F;16
2006;3701;Bologna;84/S;Economia e professione;BOLOGNA;37;M;16
2006;3801;Ferrara;SNT2;Fisioterapia;FAENZA;39;M;16
2006;3801;Ferrara;99999;Ingegneria dei materiali;FERRARA;38;M;16
2006;4301;Macerata;29;Filosofia;MACERATA;43;F;16
2006;4301;Macerata;11;Lingue, letterature e culture straniere;MACERATA;43;F;16
2006;4101;Urbino;41;Tecnologie per la conservazione e il restauro dei beni culturali;URBINO;41;F;16
2006;4201;Marche;20;Scienze e tecnologie agrarie;ANCONA;42;M;16
2006;4201;Marche;10;Ingegneria della produzione industriale;FABRIANO;42;M;16
2006;4801;Firenze;14/S;Farmacia;FIRENZE;48;F;16
2006;4801;Firenze;13;Operatore dei beni culturali;FIRENZE;48;F;16
2006;4801;Firenze;25;Fisica;SESTO FIORENTINO;48;M;16
2006;4801;Firenze;20;Scienze forestali e ambientali;FIRENZE;48;F;16
2006;4801;Firenze;23;Progettazione e gestione di eventi e imprese dell'arte e dello spettacolo;PRATO;100;M;16
2006;4302;Camerino;24;Informazione scientifica sul farmaco;CAMERINO;43;M;16
2006;4302;Camerino;14/S;Chimica e tecnologia farmaceutiche;CAMERINO;43;F;16
2006;4301;Macerata;99999;Lingue e letterature straniere moderne;MACERATA;43;F;16
2006;101;Torino;99999;Scienze forestali ed ambientali;GRUGLIASCO;1;F;16
2006;101;Torino;DS1/S;Scienze strategiche e delle comunicazioni;TORINO;1;M;16
2006;102;Torino Politecnico;8;Ingegneria civile;VERCELLI;2;M;16
2006;102;Torino Politecnico;04/S;Architettura (costruzione);TORINO;1;M;16
2006;101;Torino;16;Scienze geologiche;TORINO;1;F;16
2006;101;Torino;3;Scienze della mediazione linguistica;TORINO;1;M;16
2006;101;Torino;5;Comunicazione interculturale;TORINO;1;M;16
2006;101;Torino;09/S;Biotecnologie mediche;TORINO;1;F;16
2006;101;Torino;100/S;Comunicazione nella società dell'informazione;TORINO;1;F;16
2006;101;Torino;46/S;Medicina e chirurgia;ORBASSANO;1;M;16
2006;101;Torino;36;Sociologia e ricerca sociale;TORINO;1;M;16
2005;9201;Cagliari;19;Scienze dell'amministrazione e sviluppo locale;NUORO;91;F;16
2005;9201;Cagliari;41;Tecnologie per la conservazione e il restauro dei beni culturali;CAGLIARI;92;F;16
2005;9001;Sassari;3;Mediazione linguistica;SASSARI;90;F;16
2005;8701;Catania;99999;Chimica;CATANIA;87;M;16
2005;8701;Catania;99999;Economia e amministrazione delle imprese;CATANIA;87;F;16
2005;8701;Catania;99999;Lingue e letterature straniere;CATANIA;87;M;16
2005;8701;Catania;10;Ingegneria gestionale;CATANIA;87;F;16
2006;201;Piemonte Orientale;31;Scienze giuridiche;ALESSANDRIA;6;M;16
2006;201;Piemonte Orientale;27;Scienze ambientali e gestione del territorio;ALESSANDRIA;6;F;16
2006;201;Piemonte Orientale;27;Scienze ambientali e gestione del territorio;ALESSANDRIA;6;M;16
2006;102;Torino Politecnico;26/S;Ingegneria biomedica;TORINO;1;F;16
2006;102;Torino Politecnico;27/S;Ingegneria chimica;TORINO;1;M;16
2006;1001;Genova;99999;Ingegneria gestionale;SAVONA;9;F;16
2006;1001;Genova;5;Lettere;GENOVA;10;M;16
2006;1001;Genova;9;Ingegneria biomedica;GENOVA;10;F;16
2006;1001;Genova;9;Ingegneria biomedica;GENOVA;10;M;16
2006;1001;Genova;15;Scienze politiche;GENOVA;10;M;16
2006;1501;Milano;40;Allevamento e benessere animale;MILANO;15;M;16
2006;1502;Milano Politecnico;9;Ingegneria gestionale;LECCO;97;F;16
2006;1502;Milano Politecnico;04/S;Ingegneria edile-architettura;LECCO;97;M;16
2006;1201;Castellanza LIUC;22/S;Giurisprudenza;CASTELLANZA;12;F;16
2006;1501;Milano;09/S;Biotecnologie del farmaco;MILANO;15;F;16
2006;1501;Milano;21;Chimica applicata e ambientale;MILANO;15;M;16
2006;2801;Padova;58/S;Psicologia sociale del lavoro e della comunicazione;PADOVA;28;M;16
2006;2801;Padova;24;Informazione scientifica sul farmaco;PADOVA;28;M;16
2006;2801;Padova;25;Astronomia;PADOVA;28;F;16
2006;2801;Padova;09/S;Biotecnologie per l'alimentazione;LEGNARO;28;F;16
2006;2801;Padova;9;Ingegneria informatica;TREVISO;26;M;16
2006;2801;Padova;20;Paesaggio, parchi e giardini;LEGNARO;28;M;16
2006;2801;Padova;SNT2;Fisioterapia;PADOVA;28;F;16
2006;3001;Udine;8;Ingegneria civile;UDINE;30;F;16
2006;2801;Padova;99999;Scienze geologiche;PADOVA;28;M;16
2006;2801;Padova;99999;Scienze naturali;PADOVA;28;F;16
2006;2801;Padova;68/S;Scienze della natura;PADOVA;28;F;16
2006;1801;Pavia;SNT1/S;Scienze infermieristiche ed ostetriche;PAVIA;18;F;16
2006;1801;Pavia;99999;Ingegneria elettronica;PAVIA;18;M;16
2006;2101;Bolzano;42;Design;BOLZANO - BOZEN;21;F;16
2006;2201;Trento;28;Scienze economiche e sociali;TRENTO;22;M;16
2006;2201;Trento;25;Fisica;TRENTO;22;M;16
2006;2301;Verona;99999;Filosofia;VERONA;23;M;16
2006;2301;Verona;SNT1/S;Scienze infermieristiche ed ostetriche;VERONA;23;F;16
2006;2301;Verona;SNT2;Fisioterapia;VERONA;23;F;16
2006;2701;Venezia Cà Foscari;99999;Storia;VENEZIA;27;F;16
2006;2702;Venezia Iuav;73/S;Progettazione e produzione delle arti visive;VENEZIA;27;F;16
2006;2702;Venezia Iuav;54/S;Pianificazione delle città e del territorio;VENEZIA;27;F;16
